stock1,stock2,p_value,hedge_ratio,spread_mean,spread_std
0066.HK,1044.HK,0.006854859638359104,0.982462057969534,3.7745755380534365,1.742971469205515
0066.HK,1299.HK,0.02910237845229149,0.45577291500197714,0.13751154806521076,2.2123765170594565
0066.HK,2688.HK,0.013390410924259985,0.18244703704170295,16.154790437396528,1.9909602723549913
0066.HK,6618.HK,0.028997448199330717,0.2782883431925598,17.973990620058927,2.337689272814235
0101.HK,0285.HK,0.009321661991902777,-0.1988541369718543,15.148599765311102,2.216884626813172
0101.HK,0291.HK,0.007751336361548157,0.19508342348542623,1.1768540856591247,0.9949173209635715
0101.HK,0857.HK,0.023261188984072204,-1.5969074795819513,16.53080376623056,1.3314493117442485
0101.HK,0868.HK,0.020088756059400203,0.5832499435635167,2.8499485010137557,1.2378753779411211
0101.HK,0883.HK,0.002842175938108646,-0.5416449931367735,15.93950768414568,1.0328472410948406
0101.HK,0992.HK,0.007179364788795328,-1.179291001281332,18.987841964705307,1.8396784233520893
0101.HK,1024.HK,0.043066361796649334,0.13213391519601722,1.3549589691688675,1.799569643128433
0101.HK,1044.HK,0.0019986456526553094,0.5292843615055783,-5.114778410400513,0.8806526856131528
0101.HK,1088.HK,0.001075246552486955,-0.378542421908218,17.824675413797358,1.0239128641171127
0101.HK,1109.HK,0.028871217028829242,0.4959019416895959,-3.7289235227193727,2.1401809383381662
0101.HK,1299.HK,0.008824112857177494,0.24432489386185394,-6.992575877777901,1.1724336781854399
0101.HK,1876.HK,0.006345446282025182,0.47643006753367545,2.4220628495361654,1.1589583130510173
0101.HK,1997.HK,0.014313518002986983,0.34180880366638855,-0.3238348873686447,1.2964042608285544
0101.HK,2319.HK,0.0060705220471549675,0.24979227115381353,2.6341585560552376,0.895001830684117
0101.HK,2331.HK,0.037797053767642474,0.10330173840155937,5.113181738878988,0.9306899279814002
0101.HK,2899.HK,0.02174690735574188,-0.6503838017591416,17.521330877730257,1.791208475594794
0101.HK,9888.HK,0.005785043306964042,0.09252047898670393,-1.3577446149077899,1.306645307365228
0101.HK,9961.HK,0.027516722160171498,-0.019639511653271272,15.568663116197438,1.6279161966313462
0175.HK,1211.HK,0.02152338401135186,0.14890694273685465,0.15700378665707226,3.777508642264446
0175.HK,1810.HK,0.03945553841481967,0.17993273719381925,9.146410079379653,4.114712115995969
0175.HK,3968.HK,0.041351541593129995,0.4266312788843949,-3.3529275462704424,2.558571879015239
0175.HK,9988.HK,0.012430435622275705,0.17128984083900933,-3.8516394272657246,2.045996485362467
0241.HK,0267.HK,0.03302392796472882,-0.3191414233286345,7.43954081859148,2.041885433492086
0241.HK,0285.HK,0.002014170187997561,-0.01129512023829235,5.440019297297222,2.072755445550858
0241.HK,0288.HK,0.0026102003137480874,-0.40606758355399775,7.001026437783111,2.035280789870282
0241.HK,0291.HK,0.0022852664667747827,0.10339816835759402,0.7455805376770136,1.5812230652130932
0241.HK,0316.HK,0.00404563584592105,0.010856023673820072,3.7906148324862667,2.0402614628450673
0241.HK,0322.HK,0.0007433616124142446,0.5606000258473843,-1.7100242934019605,1.672138493901114
0241.HK,0386.HK,0.006021282656282915,-1.623856099425769,11.152457207031945,1.7507166991746885
0241.HK,0669.HK,0.04431718180115184,0.05671985435409478,-0.41937721407115924,1.6306371904833676
0241.HK,0688.HK,0.0003928145521781366,0.202353659750375,2.0205241839830337,1.9883142818484603
0241.HK,0700.HK,0.01420582550309183,0.008977553687965906,1.8652950302673459,1.9748675974352874
0241.HK,0762.HK,0.03313842685847057,-0.38328859715898245,7.090790493893156,1.946526105732344
0241.HK,0823.HK,0.00358825318937354,0.1547397220142533,-1.22238659393245,1.6203516622623344
0241.HK,0836.HK,0.0037729951242741707,-0.0443742047067128,5.831438747027575,2.0707326760645355
0241.HK,0857.HK,0.024448265296455097,-0.7923711548019996,8.642932931771675,1.707620938976317
0241.HK,0881.HK,0.005312360041145103,0.0971140683710204,2.4993403474237343,1.4248950323671765
0241.HK,0883.HK,0.018111476866257813,-0.26566838051090197,8.312332456006436,1.6666972451037667
0241.HK,0939.HK,0.030551025095547336,-0.49121573681537,7.492350510147556,2.0134763420771455
0241.HK,0941.HK,0.030140200024058535,-0.07259492415241708,9.197801624544908,1.7808130911771076
0241.HK,0960.HK,0.00203456695229919,0.1378791047842068,2.5653974546914515,1.6662693135227735
0241.HK,0968.HK,0.037279742302558865,0.37333090706028693,2.3942196826291586,1.5073625028238
0241.HK,0981.HK,0.002587252356971156,0.009639762141093244,4.898289054270223,2.072715871547119
0241.HK,0992.HK,0.025620434945854507,-0.41892386731592746,8.513439694580846,1.94836670750657
0241.HK,1024.HK,0.02501754676226311,0.09745344844944581,-0.8336449641553662,1.426238290796071
0241.HK,1038.HK,0.02198639526553915,-0.1266533535744221,10.415704685331228,1.9127788401337245
0241.HK,1088.HK,0.01957481958102344,-0.20629222876702405,9.694865281231671,1.553859812457007
0241.HK,1099.HK,0.023931496868050083,-0.13481389288217138,7.5542474807038555,2.048984367497031
0241.HK,1109.HK,0.00016857996568013235,0.16602205543160306,0.7125179405838489,1.9967472660226173
0241.HK,1113.HK,0.0012899079682047831,0.15441372784292307,-0.5736954166896151,1.8928735523502929
0241.HK,1209.HK,0.0027168555327000015,0.227206589415196,-2.3458002623516587,1.617657618253277
0241.HK,1211.HK,0.002264215451176294,0.013949176568649739,3.936485724304578,2.058205899595422
0241.HK,1299.HK,0.016067911929319688,0.1544760907223036,-5.262351799768864,1.3751164136301883
0241.HK,1378.HK,0.02491534809892057,-0.11351983553488343,6.039706869526993,2.0486846699725767
0241.HK,1398.HK,0.03219079617178272,-0.6873486921298779,7.698364182422317,2.003811802624023
0241.HK,1810.HK,0.0025979191872066223,0.003416067683228996,5.046525829170342,2.074254609856415
0241.HK,1876.HK,0.0008658687131500218,0.1952692565914016,2.246449418403337,1.812432501035546
0241.HK,1928.HK,0.005913642894227321,0.10667048434724635,2.975834513221646,2.0229647718255395
0241.HK,1929.HK,0.007480375741462949,0.43823254994189076,0.17386551472039385,1.7453724189886817
0241.HK,1997.HK,0.0009528056441202048,0.16499866154063142,0.4110519565295109,1.7230386086446245
0241.HK,2015.HK,0.0024535893760592345,0.011980512729577836,3.8036894814923343,2.053766995419034
0241.HK,2020.HK,0.007526373249424616,0.10435365131565713,-4.210195367171444,0.9772384342610472
0241.HK,2269.HK,0.018366174596906894,0.059406619551633295,2.3907635277539403,1.1188027944824994
0241.HK,2313.HK,0.02298674549583853,0.05820642907482784,0.4584771531341471,1.2757873870812557
0241.HK,2319.HK,0.003849206786254253,0.14269286597984032,1.238228121864723,1.4652913390162863
0241.HK,2331.HK,0.030745454286687252,0.06280624000380128,2.4961178737709195,1.3728539232433605
0241.HK,2359.HK,0.003024649643969329,0.05266131397199787,1.0614100584911326,1.1860744912762333
0241.HK,2382.HK,0.004717691098142744,0.030929568505210454,2.2140281949379057,1.2731607339508744
0241.HK,2388.HK,0.004211394569860769,-0.08059097525430753,6.901813904161322,2.0540185827827884
0241.HK,2628.HK,0.004506565027962341,0.079005527982004,4.195958404949632,2.067033358373181
0241.HK,2688.HK,0.009757409085438505,0.055634835359042026,0.6627294698915838,1.5047466290611744
0241.HK,2899.HK,0.01573640070247505,-0.24940046221022072,8.221209041071177,1.9199627854415005
0241.HK,3690.HK,0.012323394918319509,0.032871554124828554,0.08508955741757203,1.3755564857342057
0241.HK,3988.HK,0.03750190886445815,-1.053057123971732,8.039835614208734,1.913852644406923
0241.HK,6618.HK,0.004597386112762913,0.10473348143332795,0.30481139414882663,1.187193245650521
0241.HK,6690.HK,0.005616229665147027,0.23739018465179065,-0.48116368498362705,1.9897673723663205
0241.HK,9618.HK,0.021794598853987674,0.022869706761833773,1.11832640144258,1.391458933649352
0241.HK,9633.HK,0.0011169442868961407,0.06135074817706451,2.666839026345032,2.0557098077117746
0241.HK,9901.HK,0.01510523963266384,-0.061250798145387295,7.316241777442018,1.7535518482234675
0241.HK,9961.HK,0.030509130662166938,-0.006361468469308889,7.106245222079712,1.9505806467292282
0241.HK,9999.HK,0.0025272471004382114,-0.004307103150567891,5.749709213107309,2.0727928815968473
0285.HK,0291.HK,0.01556809538424579,-0.3435701416547332,43.32532564105019,6.5755022970038395
0285.HK,0316.HK,0.02320345075292406,-0.11966076391607394,43.40189408558242,6.777870959267272
0285.HK,0688.HK,0.013205065875456777,-1.6377150806858043,53.84952702342766,6.337696436757971
0285.HK,0762.HK,0.04685887187205399,2.9111074562028323,13.798808712880296,5.7814136512418255
0285.HK,0823.HK,0.009169633927697667,-0.5519029152527658,51.40984295936878,6.465273144058791
0285.HK,0857.HK,0.026403110509596966,3.212059721532767,14.50511122516611,6.351452604414623
0285.HK,0868.HK,0.014373875037664132,-0.8215126441001332,38.06191727571242,7.175767892168408
0285.HK,0881.HK,0.026619891956191424,-0.2729188163349741,36.157628002461294,6.7228263529033825
0285.HK,0883.HK,0.02151902268284154,1.0584363257516816,16.068094030758687,6.23912759768197
0285.HK,0941.HK,0.016007156882359402,0.3578322958660736,8.681280551004194,5.968770696038739
0285.HK,0960.HK,0.017242651239892045,-0.49910982523580927,38.03589293695035,6.567705739596373
0285.HK,0968.HK,0.010110437628876133,-1.1911673337235298,37.48777304849524,6.51671972559966
0285.HK,1044.HK,0.003932397371928795,-1.0124816312015352,56.61190763873208,6.2347169248050305
0285.HK,1088.HK,0.03247603035041535,0.6546894044389554,14.272059312850987,6.642416473501177
0285.HK,1093.HK,0.015880797007647645,-3.4470473415219978,51.62082981835367,6.7677627755487
0285.HK,1113.HK,0.001987343147398377,-0.9443131131390459,63.594709627448296,6.014688481244842
0285.HK,1299.HK,0.01926932844220926,-0.3614039316876867,53.08532913964463,7.0672753036861575
0285.HK,1876.HK,0.0058067052855667765,-1.0477138288689036,44.197077352304056,5.814426890362075
0285.HK,1929.HK,0.04251221962531204,-1.823569666245895,49.367371543075315,6.432143568294753
0285.HK,1997.HK,0.022186543105598214,-0.7126748806014053,49.12395850914842,6.183908949806604
0285.HK,2319.HK,0.02349360761507776,-0.42946399448542416,40.47474389086155,6.604142523099272
0285.HK,2331.HK,0.019547285518004116,-0.1718919579243544,35.97440643467932,6.710595261160717
0285.HK,2688.HK,0.014788571830591356,-0.1709817561095318,42.48986575063058,6.6247415242925385
0285.HK,2899.HK,0.040803853328422644,1.435239348447754,10.930293005361968,6.533447545967898
0285.HK,9961.HK,0.013458372194188903,0.05158196925085258,12.6588928280144,5.505280999808989
0288.HK,0939.HK,0.004845600393574071,0.9052746196279504,0.2635582495728094,0.36391153148733824
0288.HK,1378.HK,0.011290962485462817,0.3137453545837231,2.088802318286942,0.4039267496816103
0288.HK,1398.HK,0.014511988121014494,1.158278718179983,0.29156927293096113,0.40188221055062084
0288.HK,3692.HK,0.023664675711979572,0.2079615578941647,1.3006938220084976,0.5362167990220914
0291.HK,0883.HK,0.008124308948382473,-2.4981453344913613,72.32339714909891,5.811457057275466
0291.HK,0992.HK,0.007537627588985849,-5.7757420694553065,89.11431265462598,8.493463997372794
0291.HK,1044.HK,0.009700426234550107,2.4573245486837374,-25.22657587683241,5.069480243395822
0291.HK,1088.HK,0.005822719141747326,-1.7324901868197273,80.72049525493647,5.954194835149917
0291.HK,1997.HK,0.010757503419371213,1.7130734414565476,-6.579570396214434,4.978781096441047
0291.HK,2688.HK,0.03531810280404096,0.451541458786209,6.122257015294079,5.861804421493906
0291.HK,9888.HK,0.025843904385734133,0.44096715095706723,-9.1139487705707,6.257722069835953
0316.HK,0688.HK,0.038513401253534904,8.04683627302491,-1.0794646048465142,25.44348280460639
0316.HK,0881.HK,0.02874940398680412,1.3967801396788657,84.34598255342327,27.054864683082986
0316.HK,1099.HK,0.03104436070334919,-6.471144879997533,239.06441474409135,30.95285985877425
0316.HK,2319.HK,0.03717997878924827,1.9883740791134779,67.9451095664067,27.99108107519564
0316.HK,9618.HK,0.0227829926131169,0.3019931306121319,69.19043086770698,28.09706163461756
0322.HK,0823.HK,0.018979690430249337,0.21119994536089132,3.524621153089922,1.2930439849213426
0322.HK,0868.HK,0.03321972860080867,0.39024728451524693,7.777857719905254,1.472145891514755
0322.HK,2382.HK,0.045108063716501175,0.03199326425354756,9.173483035701123,1.3886112651290443
0322.HK,2688.HK,0.023745280021739586,0.06568174660988275,6.917984515335396,1.3985513797533322
0322.HK,9618.HK,0.020061938751993632,0.027358608753619847,7.393134705213552,1.1875577892510312
0322.HK,9901.HK,0.0004836264833261213,-0.10697843514725719,16.019094461975886,1.0242396625877008
0386.HK,0960.HK,0.04516289930403295,-0.05998695123359091,4.827295807036178,0.42519853294595483
0386.HK,1024.HK,0.012788691580407146,-0.03048382187877601,5.578846979377287,0.49786941909058574
0386.HK,2319.HK,0.026442765275487844,-0.05571052863748392,5.231638368814266,0.3757263508679804
0386.HK,9618.HK,0.026375238147699608,-0.00800563807506486,5.117126266761316,0.4240401531073839
0388.HK,3968.HK,0.03747216303773374,6.251550791306586,74.4263693868943,24.90815142490525
0388.HK,9988.HK,0.04168141481955019,2.2978800285294096,87.65336951620648,27.092356389262008
0688.HK,0823.HK,0.022034376227748797,0.25729720440302944,4.753559697890397,1.98239077084738
0688.HK,0857.HK,0.006549421319302649,-1.3744109750877727,21.41062064643046,2.09625384940277
0688.HK,0881.HK,0.04033472321023053,0.12997137172178197,11.790447584808188,2.1209407899094943
0688.HK,0883.HK,0.016277533038113242,-0.42065273815544635,20.353749829593347,2.178188516338249
0688.HK,0968.HK,0.04263664464205122,0.5073331722798784,11.59372088201621,2.1951310278729608
0688.HK,0992.HK,0.005586689023943758,-1.086523904861195,24.10576316582007,2.2699591714700467
0688.HK,1044.HK,0.031235241309951596,0.4451188611328625,3.0670693994715754,1.9692455503150952
0688.HK,1088.HK,0.023934336517719902,-0.2696552487809273,21.277649655347563,2.3113598510972335
0688.HK,1113.HK,0.0027504480060789294,0.4605189463589322,-1.6741078294726528,1.4679930196310778
0688.HK,1876.HK,0.038467732065712294,0.4425372118939199,8.790450944501858,1.8263369196143393
0688.HK,2688.HK,0.02276257788999968,0.07967455091105469,8.91502799423839,2.0946282874027813
0688.HK,9901.HK,0.0032324457169950575,-0.12408158273268081,19.75060156889843,1.8778057381630107
0688.HK,9961.HK,0.023042897693906418,-0.015603557512878882,20.175666432280597,2.3591799121032433
0762.HK,2899.HK,0.038862980475213284,0.5271342916791438,-1.4102811393099104,0.8642917621513037
0762.HK,3988.HK,0.04882098571728514,2.353353963917777,-1.3813964733440938,0.551642115006567
0762.HK,9961.HK,0.033641464734073874,0.015213641133719997,0.3927957917073469,0.8067604170343101
0823.HK,1024.HK,0.028893553545441375,0.4235704381945169,15.09924044110003,5.217950338308933
0823.HK,9901.HK,0.04444729760023101,-0.3997445366723057,55.32124941277512,4.21288638651214
0836.HK,1113.HK,0.032157000147785775,-0.3363759111964133,28.545200587332968,2.219259773122736
0868.HK,0881.HK,2.031278405536784e-05,0.2525132575344681,4.464402540399563,1.3817582467824427
0868.HK,0883.HK,0.025828659584552733,-0.7070024311081631,19.774399616022542,2.544222286911686
0868.HK,0960.HK,0.001015182078845357,0.41640562197231185,3.565723984871878,1.8297242994721756
0868.HK,0968.HK,0.0002639057932229655,1.0331160171001113,3.73643221441523,1.3119452228877886
0868.HK,0992.HK,0.010270346307844316,-1.4371519940414204,22.924494136404785,3.361908570853679
0868.HK,1024.HK,0.004302978685882895,0.22219432734505273,-2.2974902780931052,2.3414307173050632
0868.HK,1044.HK,0.008907388295863766,0.7522168801852072,-9.392206259431475,1.9696769708396327
0868.HK,1088.HK,0.02506503222545885,-0.5204263766538024,22.819452408479545,2.2925836907819
0868.HK,1109.HK,0.005444865620632749,0.5515645383327363,-3.360253124214874,3.712265687927525
0868.HK,1299.HK,0.030398510917056525,0.34196051189223575,-11.706703913380613,2.336052594542459
0868.HK,1876.HK,0.009529521299638471,0.5796609447061689,2.7503494967292212,2.8810122224607735
0868.HK,1928.HK,0.003933557325354939,0.1602639095954805,8.051235550412954,4.099430886144564
0868.HK,1997.HK,0.001199180954320935,0.420700804032881,-0.7282140339551479,2.93284424418062
0868.HK,2015.HK,0.0312957466297216,0.016449909931366885,9.464611352335686,4.13774439402733
0868.HK,2269.HK,0.028320971513950487,0.1292653159818538,5.337631569964063,1.682374723703704
0868.HK,2319.HK,7.263120789586135e-06,0.3702943120524339,1.2051701331343723,1.6601432619800478
0868.HK,2331.HK,0.003612306693009477,0.1566341664178031,4.7342272673767125,1.4948073318753796
0868.HK,2359.HK,0.0036702176092337177,0.10664115900910068,3.0566809871980296,2.324097032529081
0868.HK,2628.HK,0.03557290954278456,-0.2919423814010145,14.659297271475577,4.104919959232542
0868.HK,2688.HK,0.00024088463008535834,0.14620444935238705,-0.43467786927885554,1.7874031103672061
0868.HK,2899.HK,0.03644548706071255,-0.8063247928410345,21.30833764545277,3.289819324307263
0868.HK,3690.HK,0.007702264473744249,0.0664192076906473,1.1020771071951674,2.726810866267999
0868.HK,3692.HK,0.024599654352442022,-0.053751404434575156,12.129137332800498,4.151796605189211
0868.HK,6690.HK,0.0389955918986573,0.5113370403855282,-0.7887010972893335,3.9600794477975474
0868.HK,9618.HK,0.0004226802191964648,0.054479130675513326,1.7448000774382757,1.9608803418582061
0868.HK,9888.HK,0.010088300916864726,0.13040297865415632,-3.9261261813164525,2.4395279425455536
0868.HK,9901.HK,0.029792963857595618,-0.17633182930777375,17.602713612459503,2.6635721782157185
0881.HK,0960.HK,0.012420545338530617,1.6412405091946307,-3.4146471977057136,4.962459389656364
0881.HK,0968.HK,0.0019275465948241503,3.9208018487998704,-1.6402568251999272,4.1198290219869005
0881.HK,1024.HK,0.04021975871049621,0.8500538693636496,-24.954733889931052,8.26993360291021
0881.HK,2319.HK,0.0008282032264737828,1.4611804849464416,-12.764425396251884,3.861431892837159
0881.HK,2688.HK,0.03858683701203975,0.5606952533172778,-17.93676393661287,5.823192593377322
0883.HK,0992.HK,0.04357665793832188,2.2491995923363075,-6.211743268988827,2.6414707768507144
0883.HK,1088.HK,0.0068054039060866205,0.6798428760212989,-3.057873912079823,1.0500887936882966
0883.HK,1876.HK,0.04690261922497696,-0.8107461957908315,23.944956822297684,2.0134174350123626
0883.HK,9888.HK,0.03006842639764701,-0.14590871364596147,29.03344754904507,2.72766174173985
0939.HK,1378.HK,0.004475198760226749,0.33505034893323554,2.1101453839534896,0.3207430133252017
0939.HK,3692.HK,0.021746648431256836,0.2037986831426558,1.5626070391610285,0.6081492539395111
0941.HK,2899.HK,0.026486510452427923,4.236544233650854,3.474776372837626,6.053410161418962
0960.HK,0968.HK,0.023340077401022685,2.162276628511561,2.7326891112455423,3.4927786465496764
0968.HK,1044.HK,0.041994232158836194,0.7106831895955679,-12.229383444724307,1.6174286578269779
0968.HK,1088.HK,0.044326506827609906,-0.5147007611045764,18.71458448463547,1.6781613544356264
0968.HK,2319.HK,0.038510286088654554,0.35113140468136644,-2.2519933116440396,1.232027271691535
0968.HK,9888.HK,0.030776850311017553,0.12568571584768273,-7.3543530678274704,2.013318173950112
0992.HK,1044.HK,0.004456351542211805,-0.25588421296161523,15.140089667217646,1.1596941221410182
0992.HK,1088.HK,0.04229471692929639,0.1952696206899932,3.7776868537894934,1.0966643823071873
0992.HK,1093.HK,0.02946503989516247,-0.8416344136519314,13.683217243003167,1.3643574994052874
0992.HK,1109.HK,0.034366919236940956,-0.2353768520039689,14.354261301392327,1.5026908311461418
0992.HK,1113.HK,0.0012801910172067722,-0.24006359806365374,16.956704696003115,1.0734771107357028
0992.HK,1299.HK,0.018233606003823847,-0.10321843449963108,15.046922817545228,1.3485091507128923
0992.HK,1876.HK,0.0004068379415016838,-0.27244953937034877,12.115021791599878,0.9546673802880679
0992.HK,1929.HK,0.00397332231805096,-0.5016964052912776,13.769466004133582,1.1167775748500883
0992.HK,1997.HK,0.00310415354431448,-0.18558403306881077,13.403591460305547,1.098390736680798
0992.HK,2319.HK,0.03579320085552533,-0.11682335925313175,11.286820391587353,1.204164810557624
0992.HK,2331.HK,0.0103099876144642,-0.05111095383111862,10.244104190385464,1.1373600712679452
0992.HK,2688.HK,0.013196298378113166,-0.04699221616954731,11.873508891376481,1.2002084545510956
0992.HK,2899.HK,0.03857405002769228,0.42180407408795295,2.8591205685101713,1.0620454502058083
0992.HK,6618.HK,0.012557909003849505,-0.07294848605782756,11.463303700495398,1.2212959320576904
0992.HK,9888.HK,0.016664666199577093,-0.03814528644228615,12.556761020756174,1.3879143393940148
1024.HK,1044.HK,0.03170428760277144,2.3389616262220754,-3.1937033772735854,10.461470138371599
1024.HK,1088.HK,0.00883706081926902,-1.6838902635750466,98.42392723738607,10.635792726011298
1024.HK,1113.HK,0.04629461614405729,1.789950246696356,-4.901474218139016,11.920768864127995
1024.HK,2020.HK,0.013509728357257,0.6342622283436866,4.360738790452289,10.738157157865986
1024.HK,2269.HK,0.00013494247071780584,0.4479655214986764,40.49732286627193,8.090883726550423
1024.HK,2313.HK,0.002402838468832404,0.44691458467914164,25.286700853302463,9.01327055875084
1024.HK,2319.HK,0.025368968565789494,1.2438603460891404,27.246316164454644,8.666903870343564
1024.HK,2331.HK,0.024340506434169906,0.5029185976533069,40.06945488481415,9.15942158481947
1024.HK,2359.HK,0.0001589054740083463,0.40040312888054386,30.218986380268856,8.457407371282486
1024.HK,2382.HK,0.0017388036106376489,0.2402809930317406,38.50333182701476,8.780140841087423
1024.HK,2688.HK,0.006501861035041545,0.46257086653813206,24.02216268376585,9.899982556116703
1024.HK,9618.HK,0.015863189718409366,0.19815977404918156,26.41021041270062,7.825705182334246
1024.HK,9901.HK,0.015324128485041034,-0.5588927956851832,81.12605337531402,11.691011904070258
1024.HK,9961.HK,0.0446367813937236,-0.07379001352464606,84.13888068808546,13.107996928885349
1038.HK,9633.HK,0.04781012581311738,-0.9694641260317483,80.53497056451363,4.545947033332078
1044.HK,1088.HK,0.018074017834239384,-0.6365828828993536,41.595074376382584,2.38605274113876
1044.HK,1299.HK,0.019056402871622195,0.420891605119285,-0.8122867458370971,2.4027075869439716
1044.HK,1876.HK,0.008112477680166786,0.8572875279973604,14.869115341914483,2.0099170280085668
1044.HK,2319.HK,0.029962878448680026,0.4326205086655762,15.70865256277136,1.964595282774826
1044.HK,2331.HK,0.0007515029307421334,0.18470813702511601,19.760408950605303,1.6619056756523602
1044.HK,2688.HK,0.0008643567707079108,0.17415491598589128,13.525364401324998,1.9231756715073307
1044.HK,6618.HK,0.017533057185797528,0.26460064682724616,15.309627657294364,2.2829001680773637
1088.HK,2269.HK,0.041101435803399936,-0.20355660244483767,31.535974862697714,2.927148205522254
1088.HK,2319.HK,0.004696323049041132,-0.604722350101518,38.63057417276567,2.3799009939911095
1088.HK,2331.HK,0.022602162346173342,-0.24630688127832712,32.47165932535391,2.6824716638828203
1088.HK,9888.HK,0.0008206483839627002,-0.21406808503543648,47.139590846990515,3.7242349828471366
1093.HK,1099.HK,0.04323740594408865,-0.19752245991402503,10.192509875376464,1.1103404233146903
1093.HK,1109.HK,0.028657982965115517,0.1828463911194233,1.7698935294265112,1.0370740292863505
1093.HK,1929.HK,0.004652882214964014,0.3716449144487195,2.4280711553321486,0.7454501801517319
1093.HK,1997.HK,0.04985828320879356,0.10864875304992305,3.5208824355375095,0.9388301353175703
1093.HK,9633.HK,0.04451152429278906,0.10960894952342354,2.244894720759042,1.1000621855522066
1099.HK,9618.HK,0.041507902325671,-0.0197033940174416,21.539198624133817,2.019001468021318
1109.HK,1113.HK,0.002111336549976252,0.4297893828113375,10.68255458124629,2.4342432426074763
1109.HK,1177.HK,0.03146923930415224,1.3070190181324526,21.49106710723239,3.1829422290861884
1109.HK,1209.HK,0.009941145428057793,0.4344286129418804,12.250568530949483,2.3118766483722872
1109.HK,1211.HK,0.04693894121281716,-0.011317983058752146,27.471142763402874,3.3866574622883996
1109.HK,1299.HK,0.00203916678116566,0.23044391906310746,11.035081665111814,2.478604650603119
1109.HK,1378.HK,0.03759322855916251,-0.26958788801862577,28.712107153499165,3.302935673237292
1109.HK,1398.HK,0.027489821757879486,-1.3723522103882662,31.673879710460422,3.2189780797089456
1109.HK,1810.HK,0.04282927704145805,-0.08649193633818908,28.23958291492323,3.2147336358878054
1109.HK,1876.HK,0.0019838039773548907,0.47677699454718914,19.512165545670012,2.3316736656300963
1109.HK,1928.HK,0.035817469467517155,0.3846964395661232,18.801873723754916,2.9592572947964673
1109.HK,1929.HK,0.002902407324527912,0.8591841304111985,16.82852867693252,2.5843006642312663
1109.HK,1997.HK,0.0022004560185058444,0.3488838117953801,16.569677972109428,2.3544227735635497
1109.HK,2020.HK,0.032148357502870255,0.05964458124829243,21.18551186911895,3.2280235193161078
1109.HK,2269.HK,0.01845885777476482,0.04658960948716759,24.379036724522262,3.104318811215278
1109.HK,2313.HK,0.04027634537976203,0.028649613380455602,24.22343656878082,3.2963363565138684
