Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,39.99651044897791,40.17177999754871,39.8212409004071,40.066619873046875,1531738,0.0,0.0
2020-01-03 00:00:00+08:00,40.20682548591664,40.34704163215046,39.82123308957404,40.13671875,1404123,0.0,0.0
2020-01-06 00:00:00+08:00,40.20682548591664,40.20682548591664,39.89134249989122,40.13671875,1726687,0.0,0.0
2020-01-07 00:00:00+08:00,40.487266540527344,40.487266540527344,40.10167406073588,40.487266540527344,2414742,0.0,0.0
2020-01-08 00:00:00+08:00,39.92640374415332,40.4522123904563,39.92640374415332,40.382102966308594,2591125,0.0,0.0
2020-01-09 00:00:00+08:00,40.2068341873693,40.62748271710636,40.2068341873693,40.487266540527344,1698358,0.0,0.0
2020-01-10 00:00:00+08:00,40.592429218979525,40.592429218979525,40.41715966738531,40.52231979370117,2220212,0.0,0.0
2020-01-13 00:00:00+08:00,40.52231795183466,40.94296646118164,40.52231795183466,40.94296646118164,2555378,0.0,0.0
2020-01-14 00:00:00+08:00,41.01307678222656,41.01307678222656,40.69759104132919,41.01307678222656,2350915,0.0,0.0
2020-01-15 00:00:00+08:00,40.87285614013672,40.907909513211095,40.73263997343829,40.87285614013672,1864083,0.0,0.0
2020-01-16 00:00:00+08:00,40.942961856375085,40.97801522627801,40.66252954835032,40.837799072265625,1396127,0.0,0.0
2020-01-17 00:00:00+08:00,40.907909753630214,40.94296580131155,40.522317298744085,40.80274963378906,2173144,0.0,0.0
2020-01-20 00:00:00+08:00,40.52231295555465,40.87285199958956,40.52231295555465,40.62747573852539,1391357,0.0,0.0
2020-01-21 00:00:00+08:00,40.31198826419214,40.45220441042596,40.031555971724494,40.13671875,1616938,0.0,0.0
2020-01-22 00:00:00+08:00,40.17177679098071,40.557369232177734,40.13672341894477,40.557369232177734,2059174,0.0,0.0
2020-01-23 00:00:00+08:00,40.13672678885939,40.347049713134766,39.96145723956306,40.347049713134766,1866013,0.0,0.0
2020-01-24 00:00:00+08:00,40.311996338155716,40.48726588745205,40.13672678885939,40.347049713134766,695554,0.0,0.0
2020-01-29 00:00:00+08:00,38.55929625661749,40.101668641762345,38.55929625661749,39.96145248413086,2711135,0.0,0.0
2020-01-30 00:00:00+08:00,39.43565343430401,40.20683847614761,39.29543724276842,39.505760192871094,2688409,0.0,0.0
2020-01-31 00:00:00+08:00,39.54081255141668,39.85629560988769,39.26038019455227,39.470703125,2856518,0.0,0.0
2020-02-03 00:00:00+08:00,39.470698095011684,39.78618378767961,38.80467333813512,39.15521240234375,2047679,0.0,0.0
2020-02-04 00:00:00+08:00,38.839728639565294,39.1201582809162,38.59434969468238,38.69951248168945,3022052,0.0,0.0
2020-02-05 00:00:00+08:00,38.55930065489648,38.874786376953125,38.2788683076459,38.874786376953125,3600210,0.0,0.0
2020-02-06 00:00:00+08:00,39.61091732851161,39.9264030456543,38.94489251996617,39.9264030456543,3424767,0.0,0.0
2020-02-07 00:00:00+08:00,39.365536843135104,39.961452165313695,39.33048079820634,39.7160758972168,1579296,0.0,0.0
2020-02-10 00:00:00+08:00,39.15521739212783,39.78618885787217,39.15521739212783,39.470703125,1223801,0.0,0.0
2020-02-11 00:00:00+08:00,39.89135283848942,39.89135283848942,39.5408137192563,39.786190032958984,2019497,0.0,0.0
2020-02-12 00:00:00+08:00,39.610913310752736,40.06661515311462,39.610913310752736,39.99650573730469,2123775,0.0,0.0
2020-02-13 00:00:00+08:00,39.716076214076324,40.03155922574622,39.6459667980602,39.96145248413086,1703111,0.0,0.0
2020-02-14 00:00:00+08:00,40.066615270954664,40.3119915410092,39.85628969730705,39.96145248413086,1750990,0.0,0.0
2020-02-17 00:00:00+08:00,40.17177605430969,40.17177605430969,39.85629036296992,40.10166931152344,1467470,0.0,0.0
2020-02-18 00:00:00+08:00,39.926405036304374,40.31199752119207,39.295433570560036,39.470703125,1565232,0.0,0.0
2020-02-19 00:00:00+08:00,39.470703125,39.78618885787217,39.295433570560036,39.470703125,1710445,0.0,0.0
2020-02-20 00:00:00+08:00,39.75113600938642,39.75113600938642,39.295434092034604,39.645973205566406,1779513,0.0,0.0
2020-02-21 00:00:00+08:00,39.5758591866877,39.68101929679965,39.40058966210042,39.54080581665039,1758984,0.0,0.0
2020-02-24 00:00:00+08:00,39.82124041843362,40.20683288574219,39.54081074875513,40.20683288574219,3484445,0.0,0.0
2020-02-25 00:00:00+08:00,39.821235451349615,39.996504975936894,39.40058966210042,39.54080581665039,2215485,0.0,0.0
2020-02-26 00:00:00+08:00,39.1902731623288,39.5408122687024,38.97994755898373,39.22532653808594,2144694,0.0,0.0
2020-02-27 00:00:00+08:00,38.90983612715804,39.190268448285266,38.41908090238579,39.15521240234375,3105379,0.0,0.0
2020-02-28 00:00:00+08:00,38.55930431469067,39.50575889629073,38.489197558424486,38.90984344482422,4629461,0.0,0.0
2020-03-02 00:00:00+08:00,38.55930276113014,38.76962569585606,38.27887039856143,38.384033203125,3081769,0.0,0.0
2020-03-03 00:00:00+08:00,39.19026781635001,39.19026781635001,38.48918969923749,38.664459228515625,2745430,0.0,0.0
2020-03-04 00:00:00+08:00,38.6995198623236,38.90984280204901,38.594357055260254,38.76962661743164,2072107,0.0,0.0
2020-03-05 00:00:00+08:00,38.83973099457848,39.821238810420695,38.83973099457848,39.68102264404297,3616222,0.0,0.0
2020-03-06 00:00:00+08:00,39.89135203372052,39.89135203372052,39.22532718573375,39.365543365478516,3077236,0.0,0.0
2020-03-09 00:00:00+08:00,38.489189465126714,39.12015816204964,38.454133419963696,38.73456573486328,2559260,0.0,0.0
2020-03-10 00:00:00+08:00,38.52424911202512,39.821242762332304,38.52424911202512,39.645973205566406,4849253,0.0,0.0
2020-03-11 00:00:00+08:00,39.50575064042871,40.03155922574622,39.47069726962103,39.96145248413086,4361999,0.0,0.0
2020-03-12 00:00:00+08:00,39.08511236422041,39.260381926391794,38.34898073798082,38.76962661743164,3137301,0.0,0.0
2020-03-13 00:00:00+08:00,36.946825660037725,37.22725536564477,36.31585414221946,36.6663932800293,9819649,0.0,0.0
2020-03-16 00:00:00+08:00,36.421006468339556,36.981868392492494,35.68487502573878,35.82508850097656,6844230,0.0,0.0
2020-03-17 00:00:00+08:00,36.2106865693482,36.42100947396225,35.40444564819336,35.40444564819336,9823051,0.0,0.0
2020-03-18 00:00:00+08:00,36.45606284566445,36.45606284566445,35.05390658236966,35.40444564819336,7542036,0.0,0.0
2020-03-19 00:00:00+08:00,35.29928413361349,35.47455367285566,32.03927230834961,32.03927230834961,10362224,0.0,0.0
