Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,69.1016067958465,70.33958463018782,68.98906231558819,70.26455688476562,24722873,0.0,0.0
2020-01-03 00:00:00+08:00,70.9773336377449,71.27745036307108,70.26456142381436,70.82727813720703,33871518,0.0,0.0
2020-01-06 00:00:00+08:00,70.3395840715799,71.1273897028816,70.00195635773632,70.41461181640625,22573233,0.0,0.0
2020-01-07 00:00:00+08:00,71.08988429485035,71.08988429485035,70.18953976498533,70.22705078125,18661715,0.0,0.0
2020-01-08 00:00:00+08:00,70.03947324472817,70.03947324472817,69.02658429396038,69.36421203613281,22073565,0.0,0.0
2020-01-09 00:00:00+08:00,69.85190656281296,70.15202331542969,69.66433430795887,70.15202331542969,24959854,0.0,0.0
2020-01-10 00:00:00+08:00,70.30206738522227,70.30206738522227,69.51426747763067,69.88941192626953,22792091,0.0,0.0
2020-01-13 00:00:00+08:00,70.6772248211779,71.72763061523438,70.189541527733,71.72763061523438,40803759,0.0,0.0
2020-01-14 00:00:00+08:00,73.07816205439435,73.11567307616237,72.14030064641766,72.40290069580078,38684955,0.0,0.0
2020-01-15 00:00:00+08:00,72.59047115840339,72.81556018037816,71.2774652201377,71.42752075195312,30558147,0.0,0.0
2020-01-16 00:00:00+08:00,72.1027784566819,72.29035072411565,71.20243386270046,71.6150894165039,24650671,0.0,0.0
2020-01-17 00:00:00+08:00,72.74052788844318,74.91636748111836,71.95272774705764,74.6912841796875,60772126,0.0,0.0
2020-01-20 00:00:00+08:00,75.77919217821956,75.77919217821956,73.94098634082454,74.0160140991211,45006377,0.0,0.0
2020-01-21 00:00:00+08:00,73.15317274104663,73.26571722857526,70.75225038693809,70.82727813720703,36141985,0.0,0.0
2020-01-22 00:00:00+08:00,71.61509143627634,72.17780825444798,70.71474681690232,72.06526947021484,33172669,0.0,0.0
2020-01-23 00:00:00+08:00,71.46502231416248,71.65259455120753,69.77687218075707,70.90230560302734,35030147,0.0,0.0
2020-01-24 00:00:00+08:00,70.67722795288205,71.39000600240581,70.22705565669675,71.1649169921875,10134877,0.0,0.0
2020-01-29 00:00:00+08:00,69.32671183071206,69.32671183071206,68.53890601049035,68.80150604248047,44398942,0.0,0.0
2020-01-30 00:00:00+08:00,68.9890698360525,69.0265865749783,66.62566411424454,67.52600860595703,52757962,0.0,0.0
